source,target,value
16098603,22591657,38.24
43366650,22273748,32.38
43366650,102608859,32.38
16674726,7379562,44.6
5442012,14681605,95.39
43366650,15154767,32.38
16674726,42047882,44.6
21681252,9431932,34.54
21681252,16098603,34.54
20273398,27641634,42.17
20273398,29807718,42.17
43366650,36618690,32.38
16674726,25376226,44.6
5442012,131601987,95.39
21681252,132834166,34.54
21681252,116952434,34.54
43366650,73731253,32.38
5442012,141508391,95.39
16098603,75370828,38.24
5442012,14506809,95.39
16098603,102608859,38.24
5442012,148112305,95.39
16674726,22273748,44.6
5442012,261001122,95.39
16098603,24117694,38.24
5442012,42164376,95.39
20273398,3096071,42.17
16674726,342279134,44.6
5442012,407539434,95.39
5442012,48485771,95.39
16098603,261001122,38.24
5442012,102608859,95.39
5442012,116807493,95.39
16098603,7702232,38.24
5442012,121258930,95.39
43366650,209941312,32.38
5442012,310232962,95.39
16098603,28960709,38.24
21681252,14983833,34.54
21681252,48485771,34.54
5442012,7702232,95.39
16674726,36629388,44.6
16098603,25026165,38.24
5442012,265208700,95.39
20273398,22275457,42.17
43366650,235246701,32.38
16674726,24004172,44.6
20273398,101633415,42.17
16098603,42047882,38.24
5442012,26033920,95.39
5442012,309366491,95.39
21681252,26565946,34.54
16674726,36224771,44.6
16674726,22705686,44.6
5442012,178804881,95.39
43366650,122439303,32.38
43366650,43196716,32.38
16098603,3096071,38.24
16098603,18963070,38.24
5442012,14983833,95.39
5442012,151711230,95.39
16674726,89487030,44.6
16098603,91105535,38.24
16674726,25473689,44.6
43366650,35701370,32.38
43366650,309366491,32.38
16674726,184637153,44.6
20273398,43170475,42.17
43366650,18927441,32.38
5442012,29807718,95.39
5442012,27641634,95.39
16674726,49785880,44.6
5442012,43626328,95.39
16098603,9431932,38.24
5442012,54107218,95.39
16674726,159223855,44.6
16674726,144723989,44.6
16674726,18963070,44.6
5442012,25473689,95.39
21681252,43170475,34.54
43366650,22705686,32.38
21681252,91105535,34.54
5442012,94414805,95.39
16674726,31477674,44.6
5442012,36629388,95.39
5442012,146155608,95.39
21681252,155969606,34.54
16098603,26033920,38.24
20273398,7565302,42.17
5442012,28420827,95.39
16674726,107845146,44.6
43366650,14685759,32.38
5442012,108796416,95.39
20273398,15666380,42.17
16098603,30782151,38.24
21681252,101633415,34.54
43366650,37444945,32.38
16098603,21681252,38.24
5442012,25026165,95.39
20273398,19260048,42.17
5442012,33473521,95.39
43366650,7565302,32.38
5442012,132834166,95.39
5442012,22705686,95.39
16098603,16674726,38.24
16674726,14983833,44.6
21681252,123371537,34.54
16098603,24004172,38.24
5442012,25381076,95.39
20273398,27866493,42.17
5442012,28719244,95.39
16098603,42164376,38.24
5442012,89487030,95.39
16674726,41183891,44.6
16674726,108489590,44.6
16674726,127973392,44.6
5442012,24117694,95.39
43366650,16562955,32.38
5442012,23140494,95.39
5442012,24004172,95.39
16098603,42439773,38.24
21681252,24083901,34.54
21681252,7379562,34.54
5442012,18748792,95.39
16674726,101633415,44.6
5442012,117187783,95.39
20273398,268955147,42.17
43366650,19793454,32.38
20273398,161555365,42.17
21681252,14506809,34.54
20273398,7379562,42.17
43366650,64093842,32.38
43366650,271168285,32.38
21681252,18825961,34.54
20273398,156125022,42.17
16674726,94414805,44.6
5442012,376623787,95.39
20273398,122439303,42.17
21681252,117187783,34.54
16674726,6076432,44.6
16098603,24713557,38.24
16098603,48485771,38.24
20273398,144040563,42.17
5442012,7565302,95.39
21681252,127973392,34.54
5442012,16252002,95.39
20273398,94414805,42.17
5442012,84043660,95.39
5442012,319020952,95.39
5442012,25376226,95.39
20273398,14983833,42.17
21681252,7702232,34.54
21681252,84043660,34.54
16674726,397969051,44.6
21681252,309366491,34.54
20273398,261001122,42.17
16098603,116952434,38.24
43366650,23942354,32.38
16674726,28719244,44.6
20273398,45134201,42.17
16098603,127178017,38.24
16098603,20747847,38.24
5442012,15888142,95.39
5442012,20273398,95.39
5442012,22273748,95.39
20273398,21681252,42.17
21681252,24004172,34.54
5442012,28960709,95.39
5442012,18927441,95.39
5442012,1712051,95.39
16674726,261001122,44.6
16098603,20834745,38.24
43366650,244154650,32.38
16674726,474589602,44.6
16674726,132834166,44.6
5442012,37444945,95.39
21681252,18927441,34.54
21681252,144040563,34.54
16098603,89487030,38.24
21681252,14180231,34.54
5442012,64455099,95.39
5442012,282447785,95.39
21681252,20273398,34.54
21681252,94414805,34.54
21681252,25473689,34.54
5442012,42047882,95.39
21681252,6076432,34.54
20273398,14735742,42.17
5442012,394169177,95.39
16098603,101633415,38.24
5442012,31676365,95.39
5442012,23942354,95.39
20273398,184637153,42.17
21681252,82030021,34.54
16674726,30694402,44.6
21681252,227838448,34.54
5442012,64018904,95.39
5442012,101633415,95.39
5442012,20747847,95.39
16674726,352721194,44.6
43366650,21698020,32.38
20273398,48485771,42.17
20273398,141508391,42.17
5442012,144040563,95.39
43366650,22556717,32.38
5442012,209941312,95.39
21681252,24117694,34.54
20273398,18927441,42.17
16098603,14180231,38.24
21681252,16674726,34.54
20273398,20726422,42.17
5442012,30782151,95.39
16098603,116807493,38.24
5442012,3096071,95.39
20273398,167505584,42.17
21681252,261001122,34.54
5442012,116952434,95.39
20273398,20747847,42.17
20273398,73731253,42.17
3253671,277727866,38.69
3253671,18285245,38.69
3253671,2576401,38.69
3253671,14269220,38.69
3253671,4398351,38.69
3253671,15913,38.69
3253671,17140787,38.69
15849055,14884718,30.17
59804598,16624756,103.02
15849055,21444458,30.17
13434622,137046366,37.27
15849055,16624756,30.17
59804598,27707960,103.02
15849055,240989961,30.17
59804598,41209552,103.02
59804598,13434622,103.02
16616109,31216266,35.4
13434622,252712327,37.27
16616109,14685759,35.4
13434622,21363077,37.27
13434622,49827798,37.27
13434622,10280632,37.27
59804598,2459371,103.02
59804598,51814114,103.02
15849055,15822353,30.17
16616109,18783763,35.4
59804598,20709790,103.02
13434622,21339164,37.27
13434622,35157578,37.27
15849055,106893515,30.17
15849055,15886626,30.17
16616109,14203936,35.4
13434622,30501706,37.27
16616109,21452912,35.4
15849055,49827798,30.17
15849055,126253219,30.17
15849055,30678185,30.17
13434622,16120216,37.27
13434622,16071167,37.27
15849055,341747053,30.17
13434622,21286970,37.27
16616109,19728957,35.4
16616109,18890835,35.4
13434622,61813146,37.27
15849055,14203936,30.17
13434622,14301982,37.27
13434622,21724128,37.27
15849055,14332288,30.17
15849055,250906649,30.17
13434622,36812452,37.27
13434622,14471157,37.27
13434622,240989961,37.27
15849055,13508132,30.17
15849055,15068719,30.17
15849055,124584897,30.17
15849055,379062330,30.17
13434622,14332288,37.27
59804598,11895582,103.02
13434622,16417612,37.27
13434622,15130498,37.27
59804598,15822353,103.02
59804598,16120216,103.02
16616109,24563459,35.4
13434622,13508132,37.27
15849055,10956212,30.17
15849055,452377444,30.17
15849055,32675894,30.17
13434622,59804598,37.27
13434622,16521328,37.27
15849055,35407584,30.17
13434622,48947837,37.27
13434622,35407584,37.27
15849055,13434622,30.17
13434622,38939069,37.27
15849055,15431655,30.17
13434622,51814114,37.27
13434622,18182263,37.27
15849055,21690843,30.17
16616109,16886225,35.4
15849055,15142510,30.17
13434622,10588432,37.27
13434622,20968877,37.27
15849055,10588432,30.17
59804598,18783763,103.02
13434622,14917050,37.27
15849055,237004112,30.17
15849055,265551532,30.17
13434622,2589521,37.27
13434622,16886225,37.27
13434622,15447743,37.27
13434622,18718580,37.27
59804598,48485771,103.02
15849055,17938475,30.17
16616109,48485771,35.4
13434622,14519248,37.27
13434622,21452912,37.27
15849055,40022380,30.17
16616109,36812452,35.4
13434622,14884718,37.27
13434622,18821907,37.27
15849055,126755021,30.17
59804598,21444458,103.02
13434622,22217929,37.27
13434622,15042670,37.27
59804598,32675894,103.02
13434622,19728957,37.27
15849055,2589521,30.17
15849055,30520284,30.17
15849055,50189671,30.17
15849055,89049128,30.17
16616109,137046366,35.4
59804598,10956212,103.02
59804598,16886225,103.02
15849055,46333412,30.17
59804598,2589521,103.02
15849055,30393917,30.17
15849055,10280632,30.17
59804598,15431655,103.02
13434622,15489348,37.27
59804598,15644019,103.02
13434622,14203936,37.27
15849055,15489348,30.17
15849055,15048204,30.17
59804598,126755021,103.02
15849055,15451233,30.17
15849055,137046366,30.17
15849055,15420650,30.17
59804598,4208501,103.02
15849055,18890835,30.17
15849055,16120216,30.17
15849055,29173529,30.17
15849055,31216266,30.17
15849055,21286970,30.17
13434622,34476701,37.27
15849055,78428740,30.17
15849055,14213856,30.17
13434622,21444458,37.27
15849055,21339164,30.17
15849055,15130498,30.17
16616109,17702627,35.4
16616109,17943827,35.4
13434622,15886626,37.27
13434622,266182056,37.27
13434622,106893515,37.27
59804598,96047226,103.02
13434622,15142510,37.27
15849055,21363077,30.17
13434622,29173529,37.27
13434622,18890835,37.27
13434622,126253219,37.27
13434622,96047226,37.27
16616109,19317342,35.4
16616109,309366491,35.4
15849055,121174595,30.17
15849055,48947837,30.17
13434622,76581569,37.27
13434622,30393917,37.27
15849055,61813146,30.17
15849055,35157578,30.17
15849055,21724128,30.17
13434622,21690843,37.27
15849055,307629880,30.17
59804598,19010126,103.02
13434622,15451233,37.27
16616109,1562971,35.4
15849055,59804598,30.17
15849055,18176833,30.17
16616109,83285096,35.4
13434622,15068719,37.27
13434622,15849055,37.27
15849055,16521328,30.17
59804598,15448952,103.02
15849055,41264019,30.17
15849055,114284224,30.17
13434622,14685759,37.27
16616109,35407584,35.4
15849055,16563089,30.17
13434622,27553058,37.27
59804598,30393917,103.02
15849055,38939069,30.17
15849055,14519248,30.17
15849055,51814114,30.17
59804598,17937616,103.02
15849055,204646586,30.17
13434622,10956212,37.27
13434622,28917111,37.27
15849055,18821907,30.17
59804598,14213856,103.02
59804598,14332288,103.02
15849055,19728957,30.17
15849055,20968877,30.17
13434622,16577399,37.27
15849055,96047226,30.17
15849055,41209552,30.17
15849055,16226181,30.17
59804598,15886626,103.02
13434622,41264019,37.27
15849055,127437545,30.17
59804598,30678185,103.02
15849055,18182263,30.17
15849055,14301982,30.17
16616109,16226181,35.4
15849055,70076618,30.17
13434622,16624756,37.27
15849055,15042670,30.17
15849055,18166178,30.17
13434622,50189671,37.27
13434622,124584897,37.27
59804598,15165507,103.02
59804598,24563459,103.02
13434622,24563459,37.27
15849055,15644019,30.17
13434622,40022380,37.27
13434622,15048204,37.27
13434622,70076618,37.27
59804598,35407584,103.02
15849055,14917050,30.17
13434622,237004112,37.27
59804598,19728957,103.02
13434622,32675894,37.27
16616109,28917111,35.4
15849055,15447743,30.17
15849055,41533669,30.17
15849055,18851334,30.17
13434622,121174595,37.27
16247469,16126016,41.85
16247469,16894839,41.85
16247469,214573630,41.85
47161442,7861312,31.94
47161442,8004732,31.94
16247469,14876672,41.85
16247469,18631169,41.85
16247469,14629510,41.85
16247469,8004732,41.85
47161442,14688086,31.94
16247469,126478472,41.85
16247469,14279433,41.85
16247469,5445442,41.85
16247469,14628409,41.85
16247469,23152989,41.85
47161442,7377812,31.94
16247469,16626187,41.85
16247469,7861312,41.85
17093617,197295132,42.95
17093617,227456879,42.95
17093617,25125978,42.95
17093617,19780355,42.95
17093617,38441030,42.95
17093617,26143624,42.95
17093617,80597462,42.95
17093617,28824426,42.95
17093617,46150233,42.95
17093617,36249985,42.95
17093617,102168331,42.95
17093617,16186743,42.95
17093617,62925053,42.95
17093617,21246370,42.95
17093617,14615871,42.95
17093617,15172810,42.95
17093617,31453604,42.95
17093617,28471924,42.95
17093617,21111715,42.95
17093617,28598978,42.95
17093617,39812424,42.95
59804598,123499116,103.02
5442012,17986155,95.39
5442012,17632072,95.39
5442012,27856874,95.39
5442012,166675204,95.39
5442012,133663120,95.39
5442012,22258315,95.39
5442012,301249388,95.39
5442012,62609430,95.39
5442012,43393512,95.39
59804598,99046994,103.02
5442012,9451052,95.39
5442012,163629705,95.39
59804598,25026165,103.02
5442012,259379883,95.39
5442012,41937748,95.39
5442012,16176972,95.39
5442012,348212732,95.39
5442012,49264668,95.39
5442012,104354609,95.39
59804598,8845372,103.02
5442012,269610139,95.39
59804598,28420827,103.02
59804598,20661527,103.02
59804598,1183041,103.02
5442012,123499116,95.39
5442012,15112961,95.39
5442012,376623787,95.39
59804598,151657217,103.02
5442012,50578096,95.39
5442012,113349409,95.39
5442012,15653423,95.39
5442012,312265309,95.39
59804598,339517769,103.02
59804598,24942585,103.02
59804598,20747847,103.02
5442012,20149776,95.39
59804598,144508084,103.02
5442012,16930113,95.39
59804598,23140494,103.02
5442012,134322224,95.39
5442012,83945786,95.39
5442012,180474386,95.39
5442012,30508248,95.39
59804598,17011485,103.02
5442012,26634409,95.39
5442012,35521564,95.39
5442012,48485771,95.39
59804598,117541123,103.02
5442012,198876913,95.39
5442012,22602849,95.39
59804598,53134408,103.02
5442012,121258930,95.39
59804598,99885625,103.02
5442012,20269053,95.39
59804598,17986155,103.02
5442012,23140494,95.39
5442012,99046994,95.39
5442012,24872933,95.39
5442012,299521804,95.39
5442012,8980352,95.39
59804598,16824850,103.02
5442012,118847783,95.39
5442012,339517769,95.39
59804598,38492717,103.02
59804598,71701833,103.02
5442012,258427967,95.39
5442012,117541123,95.39
5442012,286012612,95.39
5442012,303756594,95.39
5442012,166732373,95.39
59804598,20609518,103.02
59804598,18927441,103.02
5442012,238308325,95.39
59804598,15913,103.02
59804598,121258930,103.02
5442012,53134408,95.39
59804598,128455261,103.02
5442012,209169572,95.39
59804598,155661297,103.02
5442012,83900570,95.39
59804598,26634409,103.02
5442012,219220198,95.39
5442012,20661527,95.39
5442012,28420827,95.39
5442012,24942585,95.39
5442012,17011485,95.39
5442012,80142557,95.39
59804598,48485771,103.02
5442012,17099387,95.39
5442012,25026165,95.39
59804598,163629705,103.02
5442012,17467975,95.39
59804598,126979753,103.02
59804598,17467975,103.02
5442012,57107167,95.39
5442012,23457239,95.39
59804598,219220198,103.02
59804598,95962934,103.02
5442012,63644892,95.39
5442012,26978430,95.39
5442012,15913,95.39
5442012,16824850,95.39
5442012,103975904,95.39
59804598,229706893,103.02
5442012,45509346,95.39
59804598,16930113,103.02
59804598,63644892,103.02
59804598,170921507,103.02
5442012,59804598,95.39
5442012,258237492,95.39
59804598,238308325,103.02
5442012,21522091,95.39
5442012,99885625,95.39
5442012,17790575,95.39
5442012,18662567,95.39
59804598,17632072,103.02
5442012,144508084,95.39
5442012,170921507,95.39
59804598,18662567,103.02
5442012,104814358,95.39
5442012,319020952,95.39
5442012,155661297,95.39
5442012,38492717,95.39
5442012,22329199,95.39
5442012,48797251,95.39
59804598,24872933,103.02
5442012,347412328,95.39
59804598,15653423,103.02
59804598,90835040,103.02
5442012,9275742,95.39
59804598,303756594,103.02
5442012,18927441,95.39
59804598,312265309,103.02
5442012,20880546,95.39
5442012,19790861,95.39
5442012,144040563,95.39
59804598,166732373,103.02
5442012,241069405,95.39
5442012,65307908,95.39
5442012,255373290,95.39
5442012,222353841,95.39
59804598,53685618,103.02
59804598,113349409,103.02
59804598,16176972,103.02
59804598,93792044,103.02
5442012,283860956,95.39
5442012,72156360,95.39
5442012,25722997,95.39
5442012,155976326,95.39
5442012,128455261,95.39
5442012,20747847,95.39
5442012,258842651,95.39
59804598,316264827,103.02
59804598,20269053,103.02
5442012,76714116,95.39
59804598,35521564,103.02
59804598,110333243,103.02
59804598,23457239,103.02
59804598,41937748,103.02
5442012,215744480,95.39
5442012,15575251,95.39
59804598,9275742,103.02
59804598,144040563,103.02
59804598,180474386,103.02
5442012,71701833,95.39
5442012,110333243,95.39
5442012,48621884,95.39
5442012,80223386,95.39
59804598,80142557,103.02
5442012,151657217,95.39
59804598,22258315,103.02
5442012,84043660,95.39
18581803,7860742,61.14
18581803,101633415,61.14
17759701,19622462,41.58
16098603,35926608,38.24
17759701,309366491,41.58
17092592,15913,56.26
17759701,15913,41.58
7860742,65913144,51.46
17759701,124524869,41.58
17759701,15262820,41.58
17759701,42361118,41.58
18581803,146502645,61.14
7860742,19622462,51.46
17759701,6076432,41.58
18581803,14824238,61.14
18776017,24742040,53.77
45416789,405954273,34.2
17759701,26508385,41.58
18776017,16097743,53.77
17759701,105310392,41.58
16098603,16055648,38.24
7860742,14517343,51.46
7860742,42361118,51.46
17092592,5995932,56.26
17759701,23044006,41.58
45416789,17092592,34.2
45416789,14692604,34.2
65913144,45416789,34.9
17759701,20880546,41.58
16098603,105866364,38.24
18776017,16098603,53.77
18581803,17092592,61.14
17759701,14824238,41.58
18776017,15712979,53.77
17759701,25344641,41.58
45416789,101633415,34.2
18776017,101633415,53.77
16098603,16660064,38.24
16098603,18666844,38.24
17759701,16112634,41.58
18776017,20880546,53.77
18581803,16112634,61.14
45416789,71606873,34.2
18581803,7861622,61.14
16098603,14692604,38.24
